INFO  | 04/09/2026 02:20:33 AM | File run.py               | Line 223   | Config: config/experiments/cnn_svhn_1arg.yaml
INFO  | 04/09/2026 02:20:33 AM | File run.py               | Line 224   | Config hash: 0cbacbf2d4f5496b17303a1079ec0e609249a2ec97c2df9d71e6d8aff4a827f4
INFO  | 04/09/2026 02:20:33 AM | File run.py               | Line 225   | Save dir: ./exp/cnn_svhn_1arg_20260408_162243_0cbacbf2
INFO  | 04/09/2026 02:20:33 AM | File run.py               | Line 236   | Task type: classification
INFO  | 04/09/2026 02:20:37 AM | File run.py               | Line 280   | Pretrain already done, skipping.
INFO  | 04/09/2026 02:20:37 AM | File run.py               | Line 286   | Phase 1 already done, skipping.
INFO  | 04/09/2026 02:20:37 AM | File run.py               | Line 292   | Phase 2 already done, skipping.
INFO  | 04/09/2026 02:20:37 AM | File run.py               | Line 295   | === Starting Test ===
INFO  | 04/09/2026 02:22:10 AM | File experiment_runner.py | Line 677   | Test Accuracy = 0.9533
INFO  | 04/09/2026 02:22:16 AM | File run.py               | Line 300   | Experiment completed!
