INFO  | 03/01/2026 08:55:45 PM | File run.py               | Line 141   | Config: config/experiments/dqn_cartpole_2arg.yaml
INFO  | 03/01/2026 08:55:45 PM | File run.py               | Line 142   | Config hash: 4ab7bd36a4089d7700b6841317be498eb0a5aeb8b7ee9c8000dcfc4de1320c7b
INFO  | 03/01/2026 08:55:45 PM | File run.py               | Line 143   | Save dir: exp/dqn_cartpole_2arg_20260301_204801_4ab7bd36
INFO  | 03/01/2026 08:55:45 PM | File run.py               | Line 147   | Task type: rl
INFO  | 03/01/2026 08:55:46 PM | File rl_runner.py         | Line 98    | Creating environment: CartPole-v1
INFO  | 03/01/2026 08:55:46 PM | File rl_runner.py         | Line 103   | Environment ready: state_dim=4, action_dim=2
INFO  | 03/01/2026 08:55:46 PM | File rl_runner.py         | Line 108   | Pretraining InnerNet on Gaussian target (500 steps)...
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 114   | InnerNet pretrained.
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 120   | [Seed 42] (1/10) Training InnerNetDQN for 500 episodes...
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 217   |   Ep 1/500: Avg Score = 17.00 (eps: 0.995)
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 217   |   Ep 2/500: Avg Score = 15.50 (eps: 0.990)
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 217   |   Ep 3/500: Avg Score = 15.00 (eps: 0.985)
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 217   |   Ep 4/500: Avg Score = 22.25 (eps: 0.980)
INFO  | 03/01/2026 08:55:47 PM | File rl_runner.py         | Line 217   |   Ep 5/500: Avg Score = 20.80 (eps: 0.975)
INFO  | 03/01/2026 08:55:48 PM | File rl_runner.py         | Line 217   |   Ep 50/500: Avg Score = 22.30 (eps: 0.778)
INFO  | 03/01/2026 08:55:51 PM | File rl_runner.py         | Line 217   |   Ep 100/500: Avg Score = 42.38 (eps: 0.606)
INFO  | 03/01/2026 08:55:58 PM | File rl_runner.py         | Line 217   |   Ep 150/500: Avg Score = 76.52 (eps: 0.471)
INFO  | 03/01/2026 08:56:05 PM | File rl_runner.py         | Line 217   |   Ep 200/500: Avg Score = 86.70 (eps: 0.367)
INFO  | 03/01/2026 08:56:16 PM | File rl_runner.py         | Line 217   |   Ep 250/500: Avg Score = 132.96 (eps: 0.286)
INFO  | 03/01/2026 08:56:27 PM | File rl_runner.py         | Line 217   |   Ep 300/500: Avg Score = 137.20 (eps: 0.222)
INFO  | 03/01/2026 08:56:36 PM | File rl_runner.py         | Line 217   |   Ep 350/500: Avg Score = 109.44 (eps: 0.173)
INFO  | 03/01/2026 08:56:49 PM | File rl_runner.py         | Line 217   |   Ep 400/500: Avg Score = 158.80 (eps: 0.135)
INFO  | 03/01/2026 08:57:03 PM | File rl_runner.py         | Line 217   |   Ep 450/500: Avg Score = 171.30 (eps: 0.105)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 500/500: Avg Score = 164.10 (eps: 0.082)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 124   | [Seed 42] Done. Final avg(last 50): 164.10
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 120   | [Seed 43] (2/10) Training InnerNetDQN for 500 episodes...
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 1/500: Avg Score = 15.00 (eps: 0.995)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 2/500: Avg Score = 17.50 (eps: 0.990)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 3/500: Avg Score = 16.33 (eps: 0.985)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 4/500: Avg Score = 18.00 (eps: 0.980)
INFO  | 03/01/2026 08:57:16 PM | File rl_runner.py         | Line 217   |   Ep 5/500: Avg Score = 17.40 (eps: 0.975)
INFO  | 03/01/2026 08:57:18 PM | File rl_runner.py         | Line 217   |   Ep 50/500: Avg Score = 26.54 (eps: 0.778)
