exp_name,task_type,model,dataset,condition,metric,selection,run_status,signature_count,config_signatures,seeds,values,source_files
mlp_mnist_relu,classification,BaselineMLP,mnist,BaselineMLP,test_accuracy,reported_scalar,success,2,388b21cd06dc9f6122f897bb8ed3826af265988f2a0f0b587898c2f683119453;bf57c7ce513f88ac0e42dc5d933b16428ff1d49a34b62caf45e0bf2ed3ccf540,1234;1234;42;43;44;45,0.8563;0.9127;0.9305;0.9278;0.9456;0.9439,exp/mlp_mnist_relu_20260301_145932_569ebea5/test_results.p;exp/mlp_mnist_relu_20260305_011850_51997f0a/test_results.p;exp/mlp_mnist_relu_20260308_125442_c0560402/test_results.p;exp/mlp_mnist_relu_20260308_132040_2565c044/test_results.p;exp/mlp_mnist_relu_20260308_134853_c26dde3b/test_results.p;exp/mlp_mnist_relu_20260308_135334_d88b0c5c/test_results.p
