exp_name,task_type,model,dataset,metric,selection,config_signature,audit_status,raw_row_count,seed_count,seeds,values,mean,sample_sd,population_sd,min,max,identical_duplicate_rows,conflicting_seed_count,notes
mlp_housing_scale_2arg_w32,classification,XorNeuronMLP,housing,test_mse,reported_scalar,e5a9e5ae7ebbda4db9ecd5797296e0d84c0451360220ddbdc2f1938d89c69cc0,reportable,3,3,1234;42;43,0.242254660126;0.237978146375;0.229993181476,0.236741995992,0.00622350508094,0.00508147061997,0.229993181476,0.242254660126,0,0,
mlp_housing_scale_2arg_w512,classification,XorNeuronMLP,housing,test_mse,reported_scalar,2699831e44724ad38ecbbb2bf1b00d20b23cb87dc241ab5b75c95ae45f8c7568,reportable,3,3,1234;42;43,0.206252775631;0.206080377831;0.2020246639,0.204785939121,0.00239288756224,0.00195378451312,0.2020246639,0.206252775631,0,0,
mlp_housing_scale_2arg_w64,classification,XorNeuronMLP,housing,test_mse,reported_scalar,a1282f5bd0ff2b2a23563a3f793c45777c447dd6f6d996daeb3cd3daba5f7e41,reportable,3,3,1234;42;43,0.219853118668;0.212033137852;0.210798609251,0.214228288591,0.00491019859787,0.00400916036684,0.210798609251,0.219853118668,0,0,
mlp_housing_scale_relu_w120,classification,BaselineMLP,housing,test_mse,reported_scalar,656078bb161a1b169da404f5b5b016b2a6cfe0c3a90ee1ffa9f2e531040c116d,reportable,3,3,1234;42;43,0.216955929764;0.202597237055;0.200327354938,0.206626840586,0.00901696476879,0.00736232090406,0.200327354938,0.216955929764,0,0,
mlp_housing_scale_relu_w256,classification,BaselineMLP,housing,test_mse,reported_scalar,2ca98131a608a57561dc8961c41851fb3de38b4753cfe994322e68aa7aacc916,reportable,3,3,1234;42;43,0.207232390819;0.191080021542;0.189882243045,0.196064885135,0.00968986871587,0.00791174467614,0.189882243045,0.207232390819,0,0,
mlp_housing_scale_relu_w32,classification,BaselineMLP,housing,test_mse,reported_scalar,d1355fe97370631c81a2c3288ef53b99cbe3c407bb4c1ba8e347a33e6bdad208,reportable,3,3,1234;42;43,0.264872679054;0.247174659932;0.240316192425,0.250787843803,0.0126706977771,0.010345581413,0.240316192425,0.264872679054,0,0,
mlp_housing_scale_relu_w512,classification,BaselineMLP,housing,test_mse,reported_scalar,9a0c0504e10c51a7896843ac0ceb24ca7988fd35f297794d37b0278ec393a61c,reportable,3,3,1234;42;43,0.201327719747;0.192917197936;0.193798160242,0.196014359308,0.00462253967135,0.00377428783686,0.192917197936,0.201327719747,0,0,
mlp_housing_scale_relu_w64,classification,BaselineMLP,housing,test_mse,reported_scalar,f7702472e97c0c32a278240fb98a94f8159f762df378080fddfdb1a18c52d198,reportable,3,3,1234;42;43,0.223298103772;0.216660113269;0.213390436103,0.217782884381,0.00504835922758,0.00412196804862,0.213390436103,0.223298103772,0,0,
mlp_mnist_1arg,classification,XorNeuronMLP,mnist,test_accuracy,reported_scalar,c4a55e3aaaa283682504559bd2069438eae75b6bfe35fb6aff50c977e404624f,reportable,5,5,1234;42;43;44;45,0.9835;0.9839;0.9832;0.9831;0.9828,0.9833,0.000418330013267,0.000374165738677,0.9828,0.9839,0,0,
mlp_mnist_2arg,classification,XorNeuronMLP,mnist,test_accuracy,reported_scalar,53dd24b4171f1f257bd30af2320324d198eb5fed88404c566cfcd804e97cb478,reportable,5,5,1234;42;43;44;45,0.9799;0.9777;0.9812;0.9798;0.98,0.97972,0.00126372465355,0.00113030969208,0.9777,0.9812,0,0,
mlp_mnist_big_2arg,classification,XorNeuronMLP,mnist,test_accuracy,reported_scalar,63ed137be0068aafdd5fed1f940bf0768968b2c604bf8fc533eeba067ea6c1a7,reportable,5,5,1234;42;43;44;45,0.9836;0.9835;0.9844;0.9838;0.9844,0.98394,0.000433589667774,0.000387814388593,0.9835,0.9844,0,0,
mlp_mnist_big_relu,classification,BaselineMLP,mnist,test_accuracy,reported_scalar,4b3e43a0dae6eed50a4a866a49db8a973688d76ad2366a0effb3662b2c7a1d68,reportable,5,5,1234;42;43;44;45,0.9783;0.9803;0.9787;0.9795;0.9795,0.97926,0.000779743547585,0.000697423830967,0.9783,0.9803,0,0,
mlp_mnist_relu,classification,BaselineMLP,mnist,test_accuracy,reported_scalar,388b21cd06dc9f6122f897bb8ed3826af265988f2a0f0b587898c2f683119453,reportable,1,1,1234,0.8563,0.8563,,0,0.8563,0.8563,0,0,
mlp_mnist_relu,classification,BaselineMLP,mnist,test_accuracy,reported_scalar,bf57c7ce513f88ac0e42dc5d933b16428ff1d49a34b62caf45e0bf2ed3ccf540,reportable,5,5,1234;42;43;44;45,0.9127;0.9305;0.9278;0.9456;0.9439,0.9321,0.0134061553027,0.0119908298295,0.9127,0.9456,0,0,
mlp_mnist_relu_ln,classification,BaselineMLP,mnist,test_accuracy,reported_scalar,bd09c97a0ea97d34133388cfbcc82d19879b3a95f8bca102e1a16bfbd275f988,reportable,4,4,42;43;44;45,0.9764;0.9775;0.9775;0.9753,0.976675,0.00105316981853,0.000912071817348,0.9753,0.9775,0,0,
ppo_acrobot_2arg,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,4a3787d7130b6fc0f2c4c8308339acfeb65f0d4f9ee36efb61e3145da78d4845,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-69.7;-68.2;-75.6;-65.7;-78.5;-69.6;-71.2;-67.1;-74.2;-66.1,-70.59,4.27926525365,4.05966747407,-78.5,-65.7,0,0,
ppo_acrobot_2arg,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,4a3787d7130b6fc0f2c4c8308339acfeb65f0d4f9ee36efb61e3145da78d4845,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-75.9;-71.8;-76.1;-69.2;-80.6;-69.6;-72.4;-67.1;-76.3;-67.8,-72.68,4.4133131923,4.1868365146,-80.6,-67.1,0,0,
ppo_acrobot_relu,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,4175cce4c80dcb04c9638c1c89bbab1bb5c43dad6c10dee37709cf84e417df1a,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-70.8;-71.7;-74.5;-76.7;-72.1;-73.1;-71;-75.4;-71.5;-76.8,-73.36,2.32005747055,2.20099977283,-76.8,-70.8,0,0,
ppo_acrobot_relu,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,4175cce4c80dcb04c9638c1c89bbab1bb5c43dad6c10dee37709cf84e417df1a,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-71.5;-72.5;-75;-80.7;-72.3;-75.3;-88.5;-77.3;-75.4;-88.1,-77.66,6.20863198387,5.89002546684,-88.5,-71.5,0,0,
ppo_acrobot_scale_2arg_h1024,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,6b4744b211387a0b145b8393135649d19992da5ac5c3d4568832036278fc8e66,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-500;-500;-500;-66.8;-66;-65.5;-66.3;-69.3;-68.3;-65.7,-196.79,209.238038023,198.500631989,-500,-65.5,0,0,
ppo_acrobot_scale_2arg_h1024,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,6b4744b211387a0b145b8393135649d19992da5ac5c3d4568832036278fc8e66,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-500;-500;-500;-69.8;-69.5;-70.2;-66.5;-70.9;-70.2;-68.5,-198.56,208.016811286,197.342074581,-500,-66.5,0,0,
ppo_acrobot_scale_2arg_h128,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,520ec6946a35f6a99c17cac18c1d9b0f1bf0aaa536b5392754c36f65b758da31,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-65.7;-68.8;-77.9;-67.8;-76.2;-69.8;-70;-70.7;-67.3;-71.4,-70.56,3.83353622651,3.63681179057,-77.9,-65.7,0,0,
ppo_acrobot_scale_2arg_h128,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,520ec6946a35f6a99c17cac18c1d9b0f1bf0aaa536b5392754c36f65b758da31,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-72.6;-77;-78.6;-75.6;-77.7;-72.6;-70;-77.8;-83.3;-71.4,-75.66,4.03407706642,3.82706153596,-83.3,-70,0,0,
ppo_acrobot_scale_2arg_h256,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,b435a0dfbb8c2d5e462da296182aac40bd6e262a52cc3af5e47ac44419c27115,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-65.1;-71.6;-79.3;-66.1;-71.2;-75.4;-68.4;-76.4;-74.4;-62.8,-71.07,5.39692299165,5.11997070304,-79.3,-62.8,0,0,
ppo_acrobot_scale_2arg_h256,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,b435a0dfbb8c2d5e462da296182aac40bd6e262a52cc3af5e47ac44419c27115,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-68.2;-71.6;-84.6;-66.4;-71.2;-76.8;-72.2;-77.2;-74.5;-62.8,-72.55,6.17652365368,5.85956483026,-84.6,-62.8,0,0,
ppo_acrobot_scale_2arg_h512,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,e120c36ebbb69da9d907b795623d4536612fcd62542c0b60dfcd029db1aaba89,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-67.4;-68.6;-72.4;-66.3;-63.1;-64.3;-67.4;-74.6;-72.4;-67.5,-68.4,3.69082947618,3.50142828,-74.6,-63.1,0,0,
ppo_acrobot_scale_2arg_h512,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,e120c36ebbb69da9d907b795623d4536612fcd62542c0b60dfcd029db1aaba89,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-74.8;-69.6;-83.1;-83.5;-65.5;-68.1;-67.4;-75.8;-72.4;-80.7,-74.09,6.61890390389,6.27924358502,-83.5,-65.5,0,0,
ppo_acrobot_scale_relu_h128,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,f9de934938a57e7db01693aee7052e62087a636fecb42caea3002d344225036c,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-76.4;-69.2;-76.7;-75.7;-66;-70.7;-75.8;-73.4;-72.4;-75.3,-73.16,3.56937591806,3.38620731793,-76.7,-66,0,0,
ppo_acrobot_scale_relu_h128,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,f9de934938a57e7db01693aee7052e62087a636fecb42caea3002d344225036c,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-87;-69.3;-86.3;-76.8;-73.8;-71.6;-77.9;-75.6;-129.9;-85.1,-83.33,17.484345379,16.5871064384,-129.9,-69.3,0,0,
ppo_acrobot_scale_relu_h256,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,8a5745b9aed8e66b0a9effccb9c3a0ae56c9dd49800ac1f35b86059f62c2e8f6,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-68.8;-71.8;-74.6;-71;-70.6;-70.3;-67.4;-75;-74;-67.9,-71.14,2.7175152049,2.57806128709,-75,-67.4,0,0,
ppo_acrobot_scale_relu_h256,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,8a5745b9aed8e66b0a9effccb9c3a0ae56c9dd49800ac1f35b86059f62c2e8f6,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-68.8;-72.4;-80.6;-71.5;-70.6;-77.4;-73.4;-75;-75.5;-68.6,-73.38,3.82180876317,3.62568614196,-80.6,-68.6,0,0,
ppo_acrobot_scale_relu_h512,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,adb114ab5dd7c0488c3f45ec04af971b4cb46ee45d0c66ef45fc3ed6a9becf46,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-72;-67.3;-73.8;-68;-68.6;-69.1;-67.5;-76;-68.7;-68.5,-69.95,2.95644305806,2.80472815082,-76,-67.3,0,0,
ppo_acrobot_scale_relu_h512,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,adb114ab5dd7c0488c3f45ec04af971b4cb46ee45d0c66ef45fc3ed6a9becf46,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-72;-75.7;-86.8;-71.1;-73.9;-77.9;-68.9;-96.9;-70.7;-72.1,-76.6,8.76660329508,8.31673012668,-96.9,-68.9,0,0,
ppo_acrobot_scale_relu_h64,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,8ea10c360c87e6bcbc6ec6fe09d492f767141bf2c7026a64a8a32572a8944c88,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-72.6;-73.7;-75.8;-74.4;-71.2;-78.6;-76.4;-76.2;-77.3;-75.5,-75.17,2.2236356616,2.10952601311,-78.6,-71.2,0,0,
ppo_acrobot_scale_relu_h64,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,8ea10c360c87e6bcbc6ec6fe09d492f767141bf2c7026a64a8a32572a8944c88,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-76.9;-75.4;-78.9;-76.8;-78.3;-78.6;-79.1;-78.5;-77.5;-89.7,-78.97,3.94209476181,3.73979945986,-89.7,-75.4,0,0,
ppo_acrobot_swiglu,ppo,SwiGLUPPO,,best_eval_score,best_over_recorded_epochs,9363c6e52f85c1f4465257bd106808b41f41e8b769d5afc02cce6b9950a422fc,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-76.3;-70.8;-77.7;-77.8;-75.3;-68.7;-76.3;-74.2;-75.5;-75.8,-74.84,2.92886022579,2.77856077853,-77.8,-68.7,0,0,
ppo_acrobot_swiglu,ppo,SwiGLUPPO,,final_eval_score,final_recorded_epoch,9363c6e52f85c1f4465257bd106808b41f41e8b769d5afc02cce6b9950a422fc,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-82;-78.3;-80.4;-79.3;-82;-74.5;-87.2;-78.8;-75.5;-83.4,-80.14,3.75179956821,3.55926958799,-87.2,-74.5,0,0,
ppo_cartpole_2arg,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,94a23665e55daac201e5c5b25d080f45137f01874dcc078e73cd84df365f22d5,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_cartpole_2arg,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,94a23665e55daac201e5c5b25d080f45137f01874dcc078e73cd84df365f22d5,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_cartpole_relu,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,85532f18a64badea9ebe8dbba416cad021a501b5622dec3347f128faa26f1e52,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_cartpole_relu,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,85532f18a64badea9ebe8dbba416cad021a501b5622dec3347f128faa26f1e52,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_cartpole_swiglu,ppo,SwiGLUPPO,,best_eval_score,best_over_recorded_epochs,f4d965bee0a5bcf2c76dcc9718bea14ff3df8ab7f68b343bde915ce9edec1427,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_cartpole_swiglu,ppo,SwiGLUPPO,,final_eval_score,final_recorded_epoch,f4d965bee0a5bcf2c76dcc9718bea14ff3df8ab7f68b343bde915ce9edec1427,reportable,10,10,42;43;44;45;46;47;48;49;50;51,500;500;500;500;500;500;500;500;500;500,500,0,0,500,500,0,0,
ppo_lunarlander_2arg,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,a9f570991f87cfda8fd935bfb61ce0b5c8424b05bbd3a1d1c0c7c018da06d2e5,reportable,10,10,42;43;44;45;46;47;48;49;50;51,189.640974581;280.298560397;263.016745163;273.707861505;244.309757745;77.424621243;262.12422583;203.233692691;219.811676751;281.434792146,229.500290805,62.4842539026,59.2777680685,77.424621243,281.434792146,0,0,
ppo_lunarlander_2arg,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,a9f570991f87cfda8fd935bfb61ce0b5c8424b05bbd3a1d1c0c7c018da06d2e5,reportable,10,10,42;43;44;45;46;47;48;49;50;51,62.8066227004;215.153448569;248.639740539;263.064312981;173.015209436;-66.3004982954;254.181679911;126.189185733;195.032326109;222.894964621,169.46769923,103.628101107,98.3102487286,-66.3004982954,263.064312981,0,0,
ppo_lunarlander_relu,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,75175846aeed8a90ba566a329561b174ff45a063803e02d2dcf320b9df7b96ce,reportable,10,10,42;43;44;45;46;47;48;49;50;51,259.827160952;258.958594348;257.628856434;225.849220397;260.495918685;269.563792428;234.118146744;252.607032283;248.793589491;250.672086854,251.851439862,13.0718276621,12.401024578,225.849220397,269.563792428,0,0,
ppo_lunarlander_relu,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,75175846aeed8a90ba566a329561b174ff45a063803e02d2dcf320b9df7b96ce,reportable,10,10,42;43;44;45;46;47;48;49;50;51,243.86002099;182.609273353;248.868226014;160.483951919;189.92152259;269.563792428;221.491338767;250.425825068;160.820895575;231.585840194,215.96306869,39.5889584612,37.5573836793,160.483951919,269.563792428,0,0,
ppo_lunarlander_swiglu,ppo,SwiGLUPPO,,best_eval_score,best_over_recorded_epochs,e187cbbdc2143a55b73cfab21ed92cfe0a73e4e6e3168af5098cffc3765bd2df,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-133.147728642;-140.68650836;-133.988503293;-139.918145429;-142.530916009;-129.012318681;-128.232988882;-129.819560446;-124.577490707;-145.080651572,-134.699481202,6.95637281056,6.59939470039,-145.080651572,-124.577490707,0,0,
ppo_lunarlander_swiglu,ppo,SwiGLUPPO,,final_eval_score,final_recorded_epoch,e187cbbdc2143a55b73cfab21ed92cfe0a73e4e6e3168af5098cffc3765bd2df,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-133.147728642;-140.68650836;-133.988503293;-139.918145429;-142.530916009;-129.012318681;-128.232988882;-129.819560446;-124.577490707;-145.080651572,-134.699481202,6.95637281056,6.59939470039,-145.080651572,-124.577490707,0,0,
ppo_mountaincar_2arg,ppo,InnerNetPPO,,best_eval_score,best_over_recorded_epochs,b35c528cfd6f46bd5731a5018fde3047b8d531b163b1004361f88d707055dbec,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
ppo_mountaincar_2arg,ppo,InnerNetPPO,,final_eval_score,final_recorded_epoch,b35c528cfd6f46bd5731a5018fde3047b8d531b163b1004361f88d707055dbec,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
ppo_mountaincar_relu,ppo,BaselinePPO,,best_eval_score,best_over_recorded_epochs,1f1e4e3bcede1b2c9fba31b99493a598ada113184a2ce1e1243f0f68ddbb8fa1,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
ppo_mountaincar_relu,ppo,BaselinePPO,,final_eval_score,final_recorded_epoch,1f1e4e3bcede1b2c9fba31b99493a598ada113184a2ce1e1243f0f68ddbb8fa1,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
ppo_mountaincar_swiglu,ppo,SwiGLUPPO,,best_eval_score,best_over_recorded_epochs,26bea829b0079ccae43aed7efbe71ab91ed67064a55ba17a926ecb99f25e1ff6,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
ppo_mountaincar_swiglu,ppo,SwiGLUPPO,,final_eval_score,final_recorded_epoch,26bea829b0079ccae43aed7efbe71ab91ed67064a55ba17a926ecb99f25e1ff6,reportable,10,10,42;43;44;45;46;47;48;49;50;51,-200;-200;-200;-200;-200;-200;-200;-200;-200;-200,-200,0,0,-200,-200,0,0,
resnet_cifar100_2arg,classification,InnerNetResNet,cifar100,test_accuracy,reported_scalar,656a121c297c1211b78d84990e4321835a3c2529ee1abc381b67e9ee4e1016d4,reportable,5,5,1234;42;43;44;45,0.5812;0.5665;0.5156;0.5801;0.5957,0.56782,0.0309668693929,0.0276976100052,0.5156,0.5957,0,0,
resnet_cifar100_relu,classification,BaselineResNet,cifar100,test_accuracy,reported_scalar,bcd55e23dd6ae9e99fc50ff7d8274fc4930739b47e6c7e37a6481c6b6b169fed,reportable,5,5,1234;42;43;44;45,0.5832;0.5833;0.5711;0.5759;0.5841,0.57952,0.00576211766628,0.00515379471846,0.5711,0.5841,0,0,
resnet_cifar_2arg,classification,InnerNetResNet,cifar10,test_accuracy,reported_scalar,81e8ffb99b91d0f422fc4f901937e62cb07636e55f1abdef5fcb7dd6eaed5b68,reportable,5,5,1234;42;43;44;45,0.8654;0.8601;0.8459;0.863;0.8701,0.8609,0.00915068303462,0.00818461972238,0.8459,0.8701,0,0,
resnet_cifar_relu,classification,BaselineResNet,cifar10,test_accuracy,reported_scalar,0a47dc32e3aef48a41306bdaa325250c1c6d528e29e6e869df7579627914f1cb,reportable,5,5,1234;42;43;44;45,0.86;0.861;0.8645;0.8694;0.8614,0.86326,0.00382204133939,0.00341853769908,0.86,0.8694,0,0,
rnn_ptb_tanh,classification,BaselineRNN,ptb,test_loss,reported_scalar,e3b6ae63508b0169f4c407be4ab6b2b611cac1a7e5f81ae6f0f911f52045c732,reportable,1,1,1234,4.94257109448,4.94257109448,,0,4.94257109448,4.94257109448,0,0,
transformer_wikitext_2arg,language_model,InnerNetTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,51fef2822f4ba58e31adccbfc7fbb431d03e90005758b8377211b5efbd2f79a3,reportable,5,5,42;43;44;45;46,93.8331208804;95.5599471625;94.5240652053;96.7152829894;95.6716956299,95.2608223735,1.11297920396,0.995478863037,93.8331208804,96.7152829894,0,0,
transformer_wikitext_2arg,language_model,InnerNetTransformer,wikitext,final_val_ppl,final_recorded_epoch,51fef2822f4ba58e31adccbfc7fbb431d03e90005758b8377211b5efbd2f79a3,reportable,5,5,42;43;44;45;46,93.8331208804;95.5599471625;94.5240652053;96.7152829894;95.6716956299,95.2608223735,1.11297920396,0.995478863037,93.8331208804,96.7152829894,0,0,
transformer_wikitext_2arg_large,language_model,InnerNetTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,1e6a20287574997fb334bc55836f11bcb6480c7041a5b8b0937dfe8a02c9b96b,reportable,5,5,42;43;44;45;46,83.2341610787;87.1520164292;85.2625165777;83.2408354358;84.2044991083,84.618805726,1.64462860707,1.47100054526,83.2341610787,87.1520164292,0,0,
transformer_wikitext_2arg_large,language_model,InnerNetTransformer,wikitext,final_val_ppl,final_recorded_epoch,1e6a20287574997fb334bc55836f11bcb6480c7041a5b8b0937dfe8a02c9b96b,reportable,5,5,42;43;44;45;46,83.2341610787;87.1520164292;85.2625165777;83.2408354358;84.2044991083,84.618805726,1.64462860707,1.47100054526,83.2341610787,87.1520164292,0,0,
transformer_wikitext_2arg_small,language_model,InnerNetTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,67f29149cc533eef3dc32aafe8e64cefdaf0906dd2d0f5bb65459f6fc922bc9f,reportable,5,5,42;43;44;45;46,111.510489297;113.233809847;112.766089836;112.321357189;114.320794132,112.83050806,1.04754937358,0.936956643648,111.510489297,114.320794132,0,0,
transformer_wikitext_2arg_small,language_model,InnerNetTransformer,wikitext,final_val_ppl,final_recorded_epoch,67f29149cc533eef3dc32aafe8e64cefdaf0906dd2d0f5bb65459f6fc922bc9f,reportable,5,5,42;43;44;45;46,111.510489297;113.233809847;112.766089836;112.321357189;114.320794132,112.83050806,1.04754937358,0.936956643648,111.510489297,114.320794132,0,0,
transformer_wikitext_baseline,language_model,StandardTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,a0aae9421d21ea4d380f116e65c8e8ea48f0e4b918ea4ef1b48b13e1b8f2d48c,reportable,5,5,42;43;44;45;46,95.6541341438;95.1574434102;97.3563944102;97.8701408311;98.0553863122,96.8186998215,1.3266521045,1.18659371526,95.1574434102,98.0553863122,0,0,
transformer_wikitext_baseline,language_model,StandardTransformer,wikitext,final_val_ppl,final_recorded_epoch,a0aae9421d21ea4d380f116e65c8e8ea48f0e4b918ea4ef1b48b13e1b8f2d48c,reportable,5,5,42;43;44;45;46,95.6541341438;95.1574434102;97.3563944102;97.8701408311;98.0553863122,96.8186998215,1.3266521045,1.18659371526,95.1574434102,98.0553863122,0,0,
transformer_wikitext_baseline_large,language_model,StandardTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,87a243556efef3173392ce6a275dba5131f06a75742dad5416de3e3fb887cdb9,reportable,5,5,42;43;44;45;46,84.8179379538;86.3901876707;84.9865829001;86.8321305241;87.2050074246,86.0463692946,1.08515723086,0.970594133791,84.8179379538,87.2050074246,0,0,
transformer_wikitext_baseline_large,language_model,StandardTransformer,wikitext,final_val_ppl,final_recorded_epoch,87a243556efef3173392ce6a275dba5131f06a75742dad5416de3e3fb887cdb9,reportable,5,5,42;43;44;45;46,84.8179379538;86.3901876707;84.9865829001;86.8321305241;87.2050074246,86.0463692946,1.08515723086,0.970594133791,84.8179379538,87.2050074246,0,0,
transformer_wikitext_baseline_small,language_model,StandardTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,bff835ad28f2e813b996b03a7bcc2e4102df34b5cd4c5b454cfd765605785392,reportable,5,5,42;43;44;45;46,115.1698172;116.358896922;117.315230689;116.772538235;117.555363911,116.634369391,0.942296641708,0.842815738332,115.1698172,117.555363911,0,0,
transformer_wikitext_baseline_small,language_model,StandardTransformer,wikitext,final_val_ppl,final_recorded_epoch,bff835ad28f2e813b996b03a7bcc2e4102df34b5cd4c5b454cfd765605785392,reportable,5,5,42;43;44;45;46,115.1698172;116.358896922;117.315230689;116.772538235;117.555363911,116.634369391,0.942296641708,0.842815738332,115.1698172,117.555363911,0,0,
transformer_wikitext_scale_2arg_d192,language_model,InnerNetTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,46d044756d7205d2080eca2f61e5932aea4ceb13cf1e7d046b4395aa77bbda0d,reportable,5,5,42;43;44;45;46,87.6759932554;87.6820627108;88.9481643214;90.0430668102;87.7726547171,88.424388363,1.05242108094,0.94131403117,87.6759932554,90.0430668102,0,0,
transformer_wikitext_scale_2arg_d192,language_model,InnerNetTransformer,wikitext,final_val_ppl,final_recorded_epoch,46d044756d7205d2080eca2f61e5932aea4ceb13cf1e7d046b4395aa77bbda0d,reportable,5,5,42;43;44;45;46,87.6759932554;87.6820627108;88.9481643214;90.0430668102;87.7726547171,88.424388363,1.05242108094,0.94131403117,87.6759932554,90.0430668102,0,0,
transformer_wikitext_scale_gelu_d192,language_model,StandardTransformer,wikitext,best_val_ppl,best_over_recorded_epochs,5992b3acdaa10efe7d8715f45656184159515682f54f4f8dbdfb52e24743966d,reportable,5,5,42;43;44;45;46,89.2825843476;89.3934579374;90.5892802157;88.327787261;87.9502435268,89.1086706577,1.03141731689,0.922527693494,87.9502435268,90.5892802157,0,0,
transformer_wikitext_scale_gelu_d192,language_model,StandardTransformer,wikitext,final_val_ppl,final_recorded_epoch,5992b3acdaa10efe7d8715f45656184159515682f54f4f8dbdfb52e24743966d,reportable,5,5,42;43;44;45;46,89.2825843476;89.3934579374;90.5892802157;88.327787261;87.9502435268,89.1086706577,1.03141731689,0.922527693494,87.9502435268,90.5892802157,0,0,
