INFO  | 12/24/2025 07:02:22 PM | File 2649547340.py        | Line 32    | Writing log file to /home/yc/repo/xor_neuron_yoon/exp/xor_neuron_mlp_cifar/XorNeuronMLP_v2_001_cifar10_2025-Dec-24-19-02-22/log_exp_786221.txt
INFO  | 12/24/2025 07:03:31 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.598076 +- 0
INFO  | 12/24/2025 07:03:31 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.598076
INFO  | 12/24/2025 07:03:32 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.600217 +- 0
INFO  | 12/24/2025 07:03:32 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.598076
INFO  | 12/24/2025 07:03:33 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.577124 +- 0
INFO  | 12/24/2025 07:03:33 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.577124
INFO  | 12/24/2025 07:03:34 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.564254 +- 0
INFO  | 12/24/2025 07:03:34 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.564254
INFO  | 12/24/2025 07:03:35 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.559058 +- 0
INFO  | 12/24/2025 07:03:35 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.559058
INFO  | 12/24/2025 07:03:36 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.553018 +- 0
INFO  | 12/24/2025 07:03:36 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.553018
INFO  | 12/24/2025 07:03:36 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.536458 +- 0
INFO  | 12/24/2025 07:03:36 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.536458
INFO  | 12/24/2025 07:03:37 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.534155 +- 0
INFO  | 12/24/2025 07:03:37 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.534155
INFO  | 12/24/2025 07:03:38 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.534752 +- 0
INFO  | 12/24/2025 07:03:38 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.534155
INFO  | 12/24/2025 07:03:39 PM | File inference_runner.py  | Line 441   | Train Loss @ epoch 0025 iteration 00001000 = 1.587441
INFO  | 12/24/2025 07:03:39 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.517500 +- 0
INFO  | 12/24/2025 07:03:39 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.517500
INFO  | 12/24/2025 07:03:40 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.511442 +- 0
INFO  | 12/24/2025 07:03:40 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.511442
INFO  | 12/24/2025 07:03:40 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.509328 +- 0
INFO  | 12/24/2025 07:03:41 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.509328
INFO  | 12/24/2025 07:03:41 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.499955 +- 0
INFO  | 12/24/2025 07:03:41 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.499955
INFO  | 12/24/2025 07:03:42 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.509108 +- 0
INFO  | 12/24/2025 07:03:42 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.499955
INFO  | 12/24/2025 07:03:43 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.505464 +- 0
INFO  | 12/24/2025 07:03:43 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.499955
INFO  | 12/24/2025 07:03:44 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.493852 +- 0
INFO  | 12/24/2025 07:03:44 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.493852
INFO  | 12/24/2025 07:03:45 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.495479 +- 0
INFO  | 12/24/2025 07:03:45 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.493852
INFO  | 12/24/2025 07:03:46 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.480702 +- 0
INFO  | 12/24/2025 07:03:46 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.480702
INFO  | 12/24/2025 07:03:46 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.469239 +- 0
INFO  | 12/24/2025 07:03:46 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.469239
INFO  | 12/24/2025 07:03:47 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.474616 +- 0
INFO  | 12/24/2025 07:03:47 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.469239
INFO  | 12/24/2025 07:03:48 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.477236 +- 0
INFO  | 12/24/2025 07:03:48 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.469239
INFO  | 12/24/2025 07:03:49 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.471817 +- 0
INFO  | 12/24/2025 07:03:49 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.469239
INFO  | 12/24/2025 07:03:49 PM | File inference_runner.py  | Line 441   | Train Loss @ epoch 0038 iteration 00001500 = 1.554188
INFO  | 12/24/2025 07:03:50 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.460127 +- 0
INFO  | 12/24/2025 07:03:50 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.460127
INFO  | 12/24/2025 07:03:51 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.457963 +- 0
INFO  | 12/24/2025 07:03:51 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.457963
INFO  | 12/24/2025 07:03:52 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.456309 +- 0
INFO  | 12/24/2025 07:03:52 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.456309
INFO  | 12/24/2025 07:03:52 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.455530 +- 0
INFO  | 12/24/2025 07:03:52 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.455530
INFO  | 12/24/2025 07:03:53 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.462240 +- 0
INFO  | 12/24/2025 07:03:53 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.455530
INFO  | 12/24/2025 07:03:54 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.446911 +- 0
INFO  | 12/24/2025 07:03:54 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.446911
INFO  | 12/24/2025 07:03:55 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.445105 +- 0
INFO  | 12/24/2025 07:03:55 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.445105
INFO  | 12/24/2025 07:03:56 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.447929 +- 0
INFO  | 12/24/2025 07:03:56 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.445105
INFO  | 12/24/2025 07:03:57 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.445766 +- 0
INFO  | 12/24/2025 07:03:57 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.445105
INFO  | 12/24/2025 07:03:58 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.438168 +- 0
INFO  | 12/24/2025 07:03:58 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.438168
INFO  | 12/24/2025 07:03:58 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.445577 +- 0
INFO  | 12/24/2025 07:03:58 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.438168
INFO  | 12/24/2025 07:03:59 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.437950 +- 0
INFO  | 12/24/2025 07:03:59 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.437950
INFO  | 12/24/2025 07:04:00 PM | File inference_runner.py  | Line 441   | Train Loss @ epoch 0050 iteration 00002000 = 1.486863
INFO  | 12/24/2025 07:04:00 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.428351 +- 0
INFO  | 12/24/2025 07:04:00 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.428351
INFO  | 12/24/2025 07:04:01 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.443764 +- 0
INFO  | 12/24/2025 07:04:01 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.428351
INFO  | 12/24/2025 07:04:02 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.430906 +- 0
INFO  | 12/24/2025 07:04:02 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.428351
INFO  | 12/24/2025 07:04:03 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.424459 +- 0
INFO  | 12/24/2025 07:04:03 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.424459
INFO  | 12/24/2025 07:04:04 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.419434 +- 0
INFO  | 12/24/2025 07:04:04 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.419434
INFO  | 12/24/2025 07:04:04 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.424802 +- 0
INFO  | 12/24/2025 07:04:04 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.419434
INFO  | 12/24/2025 07:04:05 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.412866 +- 0
INFO  | 12/24/2025 07:04:05 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:06 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.419833 +- 0
INFO  | 12/24/2025 07:04:06 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:07 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.432999 +- 0
INFO  | 12/24/2025 07:04:07 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:08 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.419585 +- 0
INFO  | 12/24/2025 07:04:08 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:09 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.424601 +- 0
INFO  | 12/24/2025 07:04:09 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:09 PM | File inference_runner.py  | Line 396   | Avg. Validation Loss = 1.437645 +- 0
INFO  | 12/24/2025 07:04:09 PM | File inference_runner.py  | Line 407   | Current Best Validation Loss = 1.412866
INFO  | 12/24/2025 07:04:17 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 2.3681435585021973 +- 0
INFO  | 12/24/2025 07:04:17 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 2.3681435585021973
INFO  | 12/24/2025 07:04:20 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.9545005679130554 +- 0
INFO  | 12/24/2025 07:04:20 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.9545005679130554
INFO  | 12/24/2025 07:04:24 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.8534447312355042 +- 0
INFO  | 12/24/2025 07:04:24 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.8534447312355042
INFO  | 12/24/2025 07:04:27 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.7972039818763732 +- 0
INFO  | 12/24/2025 07:04:27 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.7972039818763732
INFO  | 12/24/2025 07:04:30 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.7535824060440064 +- 0
INFO  | 12/24/2025 07:04:30 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.7535824060440064
INFO  | 12/24/2025 07:04:33 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.7209640502929688 +- 0
INFO  | 12/24/2025 07:04:33 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.7209640502929688
INFO  | 12/24/2025 07:04:37 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.6986385464668274 +- 0
INFO  | 12/24/2025 07:04:37 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.6986385464668274
INFO  | 12/24/2025 07:04:40 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.6705803275108337 +- 0
INFO  | 12/24/2025 07:04:40 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.6705803275108337
INFO  | 12/24/2025 07:04:43 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.655489695072174 +- 0
INFO  | 12/24/2025 07:04:43 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.655489695072174
INFO  | 12/24/2025 07:04:46 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.6456772327423095 +- 0
INFO  | 12/24/2025 07:04:46 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.6456772327423095
INFO  | 12/24/2025 07:04:50 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.6297588229179383 +- 0
INFO  | 12/24/2025 07:04:50 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.6297588229179383
INFO  | 12/24/2025 07:04:53 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.6145292401313782 +- 0
INFO  | 12/24/2025 07:04:53 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.6145292401313782
INFO  | 12/24/2025 07:04:56 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5973427176475525 +- 0
INFO  | 12/24/2025 07:04:56 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5973427176475525
INFO  | 12/24/2025 07:04:57 PM | File inference_runner.py  | Line 611   | Train Loss @ epoch 0013 iteration 00000500 = 1.7154476642608643
INFO  | 12/24/2025 07:04:59 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5882565379142761 +- 0
INFO  | 12/24/2025 07:04:59 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5882565379142761
INFO  | 12/24/2025 07:05:03 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5766317486763 +- 0
INFO  | 12/24/2025 07:05:03 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5766317486763
INFO  | 12/24/2025 07:05:06 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5593945145606996 +- 0
INFO  | 12/24/2025 07:05:06 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5593945145606996
INFO  | 12/24/2025 07:05:09 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5631454467773438 +- 0
INFO  | 12/24/2025 07:05:09 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5593945145606996
INFO  | 12/24/2025 07:05:12 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5456281900405884 +- 0
INFO  | 12/24/2025 07:05:12 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5456281900405884
INFO  | 12/24/2025 07:05:16 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5408063173294066 +- 0
INFO  | 12/24/2025 07:05:16 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5408063173294066
INFO  | 12/24/2025 07:05:19 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5387932896614074 +- 0
INFO  | 12/24/2025 07:05:19 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5387932896614074
INFO  | 12/24/2025 07:05:22 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.529023492336273 +- 0
INFO  | 12/24/2025 07:05:22 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.529023492336273
INFO  | 12/24/2025 07:05:25 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5234408378601074 +- 0
INFO  | 12/24/2025 07:05:25 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5234408378601074
INFO  | 12/24/2025 07:05:29 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5095501661300659 +- 0
INFO  | 12/24/2025 07:05:29 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5095501661300659
INFO  | 12/24/2025 07:05:32 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5085112810134889 +- 0
INFO  | 12/24/2025 07:05:32 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5085112810134889
INFO  | 12/24/2025 07:05:35 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.509214699268341 +- 0
INFO  | 12/24/2025 07:05:35 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5085112810134889
INFO  | 12/24/2025 07:05:38 PM | File inference_runner.py  | Line 611   | Train Loss @ epoch 0025 iteration 00001000 = 1.4465032815933228
INFO  | 12/24/2025 07:05:38 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.5053285479545593 +- 0
INFO  | 12/24/2025 07:05:38 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.5053285479545593
INFO  | 12/24/2025 07:05:42 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4907426238059998 +- 0
INFO  | 12/24/2025 07:05:42 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4907426238059998
INFO  | 12/24/2025 07:05:45 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4928438782691955 +- 0
INFO  | 12/24/2025 07:05:45 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4907426238059998
INFO  | 12/24/2025 07:05:48 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4781362891197205 +- 0
INFO  | 12/24/2025 07:05:48 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4781362891197205
INFO  | 12/24/2025 07:05:51 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4847198486328126 +- 0
INFO  | 12/24/2025 07:05:51 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4781362891197205
INFO  | 12/24/2025 07:05:55 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.477264440059662 +- 0
INFO  | 12/24/2025 07:05:55 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.477264440059662
INFO  | 12/24/2025 07:05:58 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.484142541885376 +- 0
INFO  | 12/24/2025 07:05:58 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.477264440059662
INFO  | 12/24/2025 07:06:01 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4741230845451354 +- 0
INFO  | 12/24/2025 07:06:01 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4741230845451354
INFO  | 12/24/2025 07:06:04 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4653652787208558 +- 0
INFO  | 12/24/2025 07:06:04 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4653652787208558
INFO  | 12/24/2025 07:06:08 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4644708037376404 +- 0
INFO  | 12/24/2025 07:06:08 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4644708037376404
INFO  | 12/24/2025 07:06:11 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4572894096374511 +- 0
INFO  | 12/24/2025 07:06:11 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4572894096374511
INFO  | 12/24/2025 07:06:14 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.462285053730011 +- 0
INFO  | 12/24/2025 07:06:14 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4572894096374511
INFO  | 12/24/2025 07:06:17 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4550339341163636 +- 0
INFO  | 12/24/2025 07:06:17 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4550339341163636
INFO  | 12/24/2025 07:06:19 PM | File inference_runner.py  | Line 611   | Train Loss @ epoch 0038 iteration 00001500 = 1.5365145206451416
INFO  | 12/24/2025 07:06:21 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4490823864936828 +- 0
INFO  | 12/24/2025 07:06:21 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4490823864936828
INFO  | 12/24/2025 07:06:24 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.447936487197876 +- 0
INFO  | 12/24/2025 07:06:24 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.447936487197876
INFO  | 12/24/2025 07:06:27 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.445418119430542 +- 0
INFO  | 12/24/2025 07:06:27 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.445418119430542
INFO  | 12/24/2025 07:06:30 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4464417099952698 +- 0
INFO  | 12/24/2025 07:06:30 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.445418119430542
INFO  | 12/24/2025 07:06:34 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.447071135044098 +- 0
INFO  | 12/24/2025 07:06:34 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.445418119430542
INFO  | 12/24/2025 07:06:37 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.445637619495392 +- 0
INFO  | 12/24/2025 07:06:37 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.445418119430542
INFO  | 12/24/2025 07:06:40 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4447980165481566 +- 0
INFO  | 12/24/2025 07:06:40 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4447980165481566
INFO  | 12/24/2025 07:06:43 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4465723156929016 +- 0
INFO  | 12/24/2025 07:06:43 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4447980165481566
INFO  | 12/24/2025 07:06:47 PM | File inference_runner.py  | Line 559   | Avg. Validation Loss = 1.4417440533638 +- 0
INFO  | 12/24/2025 07:06:47 PM | File inference_runner.py  | Line 574   | Current Best Validation Loss = 1.4417440533638
